okay it better now but why it change from LIMIT_ACTIVE to PASS_THROUGH and imedely change to OVERSHOOT and go again to LIMIT_ACTIVE and analiytic the logs
[2026-01-15 13:34:28.950] Speed=56.0 km/h, RPM=1437, APS_in=(0.930V,1.783V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.056] Speed=56.0 km/h, RPM=1437, APS_in=(0.932V,1.777V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.171] Speed=56.0 km/h, RPM=1362, APS_in=(0.929V,1.779V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.171] Speed=56.0 km/h, RPM=1362, APS_in=(0.932V,1.779V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.271] Speed=56.0 km/h, RPM=1362, APS_in=(0.925V,1.773V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.389] Speed=56.0 km/h, RPM=1362, APS_in=(0.932V,1.785V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.488] Speed=56.0 km/h, RPM=1362, APS_in=(0.929V,1.780V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.604] Speed=56.0 km/h, RPM=1175, APS_in=(0.914V,1.772V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.721] Speed=56.0 km/h, RPM=1175, APS_in=(0.897V,1.747V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.822] Speed=56.0 km/h, RPM=1162, APS_in=(0.901V,1.757V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:29.938] Speed=56.0 km/h, RPM=1162, APS_in=(0.900V,1.752V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.039] Speed=56.0 km/h, RPM=1162, APS_in=(0.900V,1.751V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.145] Speed=56.0 km/h, RPM=1187, APS_in=(0.903V,1.757V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.257] Speed=56.0 km/h, RPM=1187, APS_in=(0.901V,1.751V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.366] Speed=56.0 km/h, RPM=1187, APS_in=(0.904V,1.757V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.366] Speed=56.0 km/h, RPM=1187, APS_in=(0.898V,1.752V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.477] Speed=56.0 km/h, RPM=1237, APS_in=(0.903V,1.755V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.586] Speed=56.0 km/h, RPM=1250, APS_in=(0.913V,1.774V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.694] Speed=56.0 km/h, RPM=1250, APS_in=(0.907V,1.764V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.806] Speed=56.0 km/h, RPM=1250, APS_in=(0.913V,1.774V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:30.910] Speed=56.0 km/h, RPM=1250, APS_in=(0.916V,1.776V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.022] Speed=56.0 km/h, RPM=1250, APS_in=(0.923V,1.777V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.134] Speed=56.0 km/h, RPM=1237, APS_in=(0.925V,1.785V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.238] Speed=56.0 km/h, RPM=1237, APS_in=(0.926V,1.783V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.355] Speed=56.0 km/h, RPM=1237, APS_in=(0.938V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.463] Speed=56.0 km/h, RPM=1237, APS_in=(0.948V,1.823V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.571] Speed=56.0 km/h, RPM=1262, APS_in=(0.945V,1.817V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.571] Speed=56.0 km/h, RPM=1275, APS_in=(0.945V,1.817V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.684] Speed=56.0 km/h, RPM=1275, APS_in=(0.952V,1.829V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.787] Speed=56.0 km/h, RPM=1275, APS_in=(0.951V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:31.905] Speed=56.0 km/h, RPM=1275, APS_in=(0.952V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:32.006] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:34:32.006] Speed=56.0 km/h, RPM=1275, APS_in=(0.952V,1.833V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:32.006] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:34:32.006] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:34:32.121] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:34:32.121] Speed=56.0 km/h, RPM=1250, APS_in=(0.955V,1.835V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:32.121] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:34:32.236] STATE LIMIT_ACTIVE -> OVERSHOOT_CONTROL
[2026-01-15 13:34:32.236] Speed=56.0 km/h, RPM=1250, APS_in=(0.949V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=25.00 km/h/s
[2026-01-15 13:34:32.236] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:34:32.339] Speed=54.0 km/h, RPM=1250, APS_in=(0.951V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=-22.73 km/h/s
[2026-01-15 13:34:32.455] Speed=54.0 km/h, RPM=1250, APS_in=(0.949V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=-16.67 km/h/s
[2026-01-15 13:34:32.554] Speed=54.0 km/h, RPM=1250, APS_in=(0.949V,1.823V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:32.671] Speed=54.0 km/h, RPM=1250, APS_in=(0.942V,1.820V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:32.671] Speed=54.0 km/h, RPM=1225, APS_in=(0.932V,1.814V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:32.773] Speed=54.0 km/h, RPM=1212, APS_in=(0.935V,1.811V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:32.889] Speed=54.0 km/h, RPM=1212, APS_in=(0.929V,1.808V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:32.987] Speed=54.0 km/h, RPM=1212, APS_in=(0.932V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.106] Speed=54.0 km/h, RPM=1212, APS_in=(0.930V,1.807V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.209] Speed=54.0 km/h, RPM=1200, APS_in=(0.949V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.322] Speed=54.0 km/h, RPM=1200, APS_in=(0.964V,1.836V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.437] Speed=54.0 km/h, RPM=1200, APS_in=(0.966V,1.840V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.539] Speed=54.0 km/h, RPM=1200, APS_in=(0.964V,1.836V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.655] Speed=54.0 km/h, RPM=1200, APS_in=(0.964V,1.839V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.755] Speed=54.0 km/h, RPM=1200, APS_in=(0.964V,1.839V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.871] Speed=54.0 km/h, RPM=1200, APS_in=(0.964V,1.835V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.871] Speed=54.0 km/h, RPM=1200, APS_in=(0.964V,1.839V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:33.986] Speed=54.0 km/h, RPM=1187, APS_in=(0.942V,1.817V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.089] Speed=54.0 km/h, RPM=1175, APS_in=(0.929V,1.810V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.205] Speed=54.0 km/h, RPM=1175, APS_in=(0.932V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.301] Speed=54.0 km/h, RPM=1175, APS_in=(0.930V,1.808V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.411] Speed=54.0 km/h, RPM=1175, APS_in=(0.932V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.520] Speed=54.0 km/h, RPM=1187, APS_in=(0.933V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.630] Speed=54.0 km/h, RPM=1187, APS_in=(0.933V,1.811V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.739] Speed=54.0 km/h, RPM=1187, APS_in=(0.936V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.849] Speed=54.0 km/h, RPM=1187, APS_in=(0.941V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:34.959] Speed=54.0 km/h, RPM=1187, APS_in=(0.933V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.069] Speed=54.0 km/h, RPM=1187, APS_in=(0.930V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.069] Speed=54.0 km/h, RPM=1187, APS_in=(0.933V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.180] Speed=54.0 km/h, RPM=1187, APS_in=(0.930V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.288] Speed=54.0 km/h, RPM=1187, APS_in=(0.939V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.403] Speed=52.0 km/h, RPM=1212, APS_in=(0.957V,1.833V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=-16.67 km/h/s
[2026-01-15 13:34:35.510] Speed=52.0 km/h, RPM=1212, APS_in=(0.949V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.617] Speed=52.0 km/h, RPM=1212, APS_in=(0.949V,1.823V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.722] Speed=52.0 km/h, RPM=1212, APS_in=(0.948V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.838] Speed=52.0 km/h, RPM=1237, APS_in=(0.944V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:35.947] Speed=52.0 km/h, RPM=1250, APS_in=(0.948V,1.824V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.057] Speed=52.0 km/h, RPM=1250, APS_in=(0.951V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.159] Speed=52.0 km/h, RPM=1250, APS_in=(0.942V,1.820V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.273] Speed=52.0 km/h, RPM=1250, APS_in=(0.948V,1.821V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.273] Speed=52.0 km/h, RPM=1250, APS_in=(0.949V,1.829V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.388] Speed=52.0 km/h, RPM=1250, APS_in=(0.948V,1.820V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.488] Speed=52.0 km/h, RPM=1250, APS_in=(0.949V,1.823V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.604] Speed=52.0 km/h, RPM=1250, APS_in=(0.949V,1.824V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.716] Speed=52.0 km/h, RPM=1250, APS_in=(0.949V,1.824V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.821] Speed=52.0 km/h, RPM=1250, APS_in=(0.945V,1.821V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:36.934] Speed=52.0 km/h, RPM=1262, APS_in=(0.948V,1.827V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.040] Speed=52.0 km/h, RPM=1262, APS_in=(0.933V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.152] Speed=52.0 km/h, RPM=1262, APS_in=(0.938V,1.815V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.254] Speed=52.0 km/h, RPM=1262, APS_in=(0.936V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.372] Speed=52.0 km/h, RPM=1262, APS_in=(0.933V,1.813V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.372] Speed=52.0 km/h, RPM=1262, APS_in=(0.929V,1.810V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.472] Speed=52.0 km/h, RPM=1262, APS_in=(0.942V,1.820V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.588] Speed=52.0 km/h, RPM=1262, APS_in=(0.964V,1.839V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.700] Speed=52.0 km/h, RPM=1262, APS_in=(0.970V,1.840V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.805] Speed=52.0 km/h, RPM=1275, APS_in=(0.967V,1.840V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:37.919] Speed=52.0 km/h, RPM=1262, APS_in=(0.967V,1.843V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:38.023] Speed=52.0 km/h, RPM=1250, APS_in=(0.964V,1.836V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:38.138] Speed=52.0 km/h, RPM=1250, APS_in=(0.964V,1.837V), APS_out=(0.350V,0.700V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
[2026-01-15 13:34:38.138] STATE LIMIT_ACTIVE -> PASS_THROUGH
[2026-01-15 13:34:38.138] STATE PASS_THROUGH -> OVERSHOOT_CONTROL
[2026-01-15 13:34:38.239] Speed=52.0 km/h, RPM=1250, APS_in=(0.967V,1.848V), APS_out=(0.948V,1.823V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.354] Speed=52.0 km/h, RPM=1250, APS_in=(0.964V,1.840V), APS_out=(0.922V,1.797V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.472] Speed=52.0 km/h, RPM=1312, APS_in=(0.938V,1.815V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.472] Speed=52.0 km/h, RPM=1337, APS_in=(0.944V,1.821V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.579] Speed=52.0 km/h, RPM=1337, APS_in=(0.942V,1.817V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.690] Speed=52.0 km/h, RPM=1337, APS_in=(0.942V,1.818V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.791] Speed=52.0 km/h, RPM=1337, APS_in=(0.944V,1.823V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:38.905] Speed=50.0 km/h, RPM=1375, APS_in=(0.941V,1.815V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=-16.13 km/h/s
[2026-01-15 13:34:39.007] Speed=52.0 km/h, RPM=1400, APS_in=(0.933V,1.813V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.122] Speed=50.0 km/h, RPM=1425, APS_in=(0.952V,1.829V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.223] Speed=52.0 km/h, RPM=1425, APS_in=(0.939V,1.817V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.333] Speed=50.0 km/h, RPM=1425, APS_in=(0.942V,1.817V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.454] Speed=52.0 km/h, RPM=1425, APS_in=(0.948V,1.823V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.552] Speed=50.0 km/h, RPM=1562, APS_in=(0.938V,1.815V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.662] Speed=50.0 km/h, RPM=1587, APS_in=(0.942V,1.817V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.771] Speed=50.0 km/h, RPM=1587, APS_in=(0.952V,1.821V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.771] Speed=50.0 km/h, RPM=1587, APS_in=(0.964V,1.836V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.883] Speed=50.0 km/h, RPM=1587, APS_in=(0.964V,1.837V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:39.987] Speed=50.0 km/h, RPM=1812, APS_in=(0.955V,1.827V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.104] Speed=50.0 km/h, RPM=1825, APS_in=(0.960V,1.835V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.214] Speed=50.0 km/h, RPM=1900, APS_in=(0.955V,1.817V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.321] Speed=50.0 km/h, RPM=1937, APS_in=(0.951V,1.815V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.433] Speed=50.0 km/h, RPM=1975, APS_in=(0.970V,1.843V), APS_out=(0.842V,1.717V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.538] Speed=50.0 km/h, RPM=2025, APS_in=(0.964V,1.830V), APS_out=(0.826V,1.701V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.653] Speed=50.0 km/h, RPM=2100, APS_in=(0.951V,1.810V), APS_out=(0.818V,1.693V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.756] Speed=50.0 km/h, RPM=2162, APS_in=(0.955V,1.818V), APS_out=(0.818V,1.693V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.872] Speed=50.0 km/h, RPM=2200, APS_in=(0.945V,1.799V), APS_out=(0.802V,1.677V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.872] Speed=50.0 km/h, RPM=2212, APS_in=(0.964V,1.821V), APS_out=(0.802V,1.677V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:40.982] Speed=50.0 km/h, RPM=2225, APS_in=(0.942V,1.799V), APS_out=(0.786V,1.661V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.089] Speed=50.0 km/h, RPM=2225, APS_in=(0.952V,1.813V), APS_out=(0.786V,1.661V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.205] Speed=50.0 km/h, RPM=2250, APS_in=(0.942V,1.813V), APS_out=(0.786V,1.661V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.309] Speed=50.0 km/h, RPM=2250, APS_in=(0.949V,1.808V), APS_out=(0.786V,1.661V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.412] Speed=50.0 km/h, RPM=2300, APS_in=(0.933V,1.795V), APS_out=(0.786V,1.661V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.522] Speed=50.0 km/h, RPM=2300, APS_in=(0.929V,1.795V), APS_out=(0.786V,1.661V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.638] Speed=52.0 km/h, RPM=2300, APS_in=(0.922V,1.774V), APS_out=(0.600V,1.475V), Relay=ON, State=OVERSHOOT_CONTROL, Accel=0.00 km/h/s
[2026-01-15 13:34:41.638] STATE OVERSHOOT_CONTROL -> LIMIT_ACTIVE
[2026-01-15 13:34:41.738] Speed=52.0 km/h, RPM=2350, APS_in=(0.939V,1.799V), APS_out=(0.600V,1.475V), Relay=ON, State=LIMIT_ACTIVE, Accel=0.00 km/h/s
